sentence,group,step,stl_formula,label,cosine_sim,,
"One animal, which succumbed on day 12, experienced a slight decrease in both ALT and AST on day 12 compared to day 10 post-infection.",1,raw,d_alt(t) < -d_c(low) and d_ast(t) < -d_c(low),,0.421622,,
"One animal, which succumbed on day 12, experienced a slight decrease in both ALT and AST on day 12 compared to day 10 post-infection.",1,raw,"eventually[10,12](d_alt(t) < 0 and d_ast(t) < 0)",,0.592528,,
"One animal, which succumbed on day 12, experienced a slight decrease in both ALT and AST on day 12 compared to day 10 post-infection.",1,raw,"eventually[10,12](d_alt(t) = -d_c(low) and d_ast(t) = -d_c(low))",,0.564087,,
"One animal, which succumbed on day 12, experienced a slight decrease in both ALT and AST on day 12 compared to day 10 post-infection.",1,raw,"globally[10,12](d_alt(t) < -d_c(low) and d_ast(t) < -d_c(low))",,0.566447,,
"One animal, which succumbed on day 12, experienced a slight decrease in both ALT and AST on day 12 compared to day 10 post-infection.",1,raw,"globally[12,12](d_alt(t) < 0 and d_ast(t) < 0)",,0.579554,,
"One animal, which succumbed on day 12, experienced a slight decrease in both ALT and AST on day 12 compared to day 10 post-infection.",1,raw,"globally[10,12](d_alt(t) < -d_c(low) and d_ast(t) < -d_c(low))",,0.566447,,
"One animal, which succumbed on day 12, experienced a slight decrease in both ALT and AST on day 12 compared to day 10 post-infection.",1,raw,"globally[10,12](d_alt(t) < 0 and d_ast(t) < 0)",,0.58124,,
"One animal, which succumbed on day 12, experienced a slight decrease in both ALT and AST on day 12 compared to day 10 post-infection.",1,raw,d_alt(t) < -d_c(low) and d_ast(t) < -d_c(low),,0.421622,,
"One animal, which succumbed on day 12, experienced a slight decrease in both ALT and AST on day 12 compared to day 10 post-infection.",1,raw,"globally[10,12](d_alt(t) < -d_c(low) and d_ast(t) < -d_c(low))",,0.566447,,
"One animal, which succumbed on day 12, experienced a slight decrease in both ALT and AST on day 12 compared to day 10 post-infection.",1,raw,"globally[10,12](d_alt(t) < 0 and d_ast(t) < 0)",,0.58124,,
"One animal, which succumbed on day 12, experienced a slight decrease in both ALT and AST on day 12 compared to day 10 post-infection.",1,raw,"globally[10,12](d_alt(t) < 0 and d_ast(t) < 0)",,0.58124,,
"One animal, which succumbed on day 12, experienced a slight decrease in both ALT and AST on day 12 compared to day 10 post-infection.",1,filtered,"eventually[10,12](d_alt(t) < 0 and d_ast(t) < 0)",1,0.592528,,
"One animal, which succumbed on day 12, experienced a slight decrease in both ALT and AST on day 12 compared to day 10 post-infection.",1,filtered,"eventually[10,12](d_alt(t) < 0 and d_ast(t) < 0)",1,0.592528,,
"One animal, which succumbed on day 12, experienced a slight decrease in both ALT and AST on day 12 compared to day 10 post-infection.",1,filtered,"globally[10,12](d_alt(t) < 0 and d_ast(t) < 0)",1,0.58124,,
"One animal, which succumbed on day 12, experienced a slight decrease in both ALT and AST on day 12 compared to day 10 post-infection.",1,filtered,"eventually[12,12](d_alt(t) < 0 and d_ast(t) < 0)",1,0.592767,,
"One animal, which succumbed on day 12, experienced a slight decrease in both ALT and AST on day 12 compared to day 10 post-infection.",1,filtered,"eventually[10,12](d_alt(t) < 0 and d_ast(t) < 0)",1,0.592528,,
"One animal, which succumbed on day 12, experienced a slight decrease in both ALT and AST on day 12 compared to day 10 post-infection.",1,filtered,"globally[10,12](d_alt(t) < 0 and d_ast(t) < 0)",1,0.58124,,
"One animal, which succumbed on day 12, experienced a slight decrease in both ALT and AST on day 12 compared to day 10 post-infection.",1,filtered,"globally[10,12](d_alt(t) < 0 and d_ast(t) < 0)",1,0.58124,,
"One animal, which succumbed on day 12, experienced a slight decrease in both ALT and AST on day 12 compared to day 10 post-infection.",1,filtered,"globally[10,12](d_alt(t) < 0 and d_ast(t) < 0)",1,0.58124,,
"One animal, which succumbed on day 12, experienced a slight decrease in both ALT and AST on day 12 compared to day 10 post-infection.",1,consolidated,"eventually[10,12](d_alt(t) < 0 and d_ast(t) < 0)",1,0.592528,,
"The animal that survived challenge experienced peak ALKP on day 10, and levels were comparable to those of the animals that succumbed to infection.",0,raw,alkp(t)=c(high) and alkp(t)=c(high),,0.541111,,
"The animal that survived challenge experienced peak ALKP on day 10, and levels were comparable to those of the animals that succumbed to infection.",0,raw,"globally[10,10](alkp(t) = c(high)) and alkp(t) = c(high)",,0.655776,,
"The animal that survived challenge experienced peak ALKP on day 10, and levels were comparable to those of the animals that succumbed to infection.",0,raw,"globally[10,inf](alkp(t) = c(high)) and alkp(t) = c(high)",,0.629419,,
"The animal that survived challenge experienced peak ALKP on day 10, and levels were comparable to those of the animals that succumbed to infection.",0,raw,alkp(t)=c(high) and alkp(t)=c(high),,0.541111,,
"The animal that survived challenge experienced peak ALKP on day 10, and levels were comparable to those of the animals that succumbed to infection.",0,raw,"eventually[10,10](alkp(t) = c(high)) and globally[10,inf](alkp(t) = c(high))",,0.581893,,
"The animal that survived challenge experienced peak ALKP on day 10, and levels were comparable to those of the animals that succumbed to infection.",0,raw,"eventually[10,10](alkp(t) = c(high)) and eventually[10,10](alkp(t) = c(high))",,0.594494,,
"The animal that survived challenge experienced peak ALKP on day 10, and levels were comparable to those of the animals that succumbed to infection.",0,raw,"alkp(t) = c(high) and globally[10,10](alkp(t) = c(high))",,0.653149,,
"The animal that survived challenge experienced peak ALKP on day 10, and levels were comparable to those of the animals that succumbed to infection.",0,raw,alkp(t) = c(high),,0.549031,,
"The animal that survived challenge experienced peak ALKP on day 10, and levels were comparable to those of the animals that succumbed to infection.",0,raw,alkp(t)=c(high) and alkp(t)=c(high),,0.541111,,
"The animal that survived challenge experienced peak ALKP on day 10, and levels were comparable to those of the animals that succumbed to infection.",0,raw,"globally[10,10](alkp(t) = c(high))",,0.631903,,
"The animal that survived challenge experienced peak ALKP on day 10, and levels were comparable to those of the animals that succumbed to infection.",0,filtered,"globally[10,10](alkp(t) = c(high)) and alkp(t) = c(high)",0,0.655776,,
"The animal that survived challenge experienced peak ALKP on day 10, and levels were comparable to those of the animals that succumbed to infection.",0,filtered,"alkp(t) = c(high) and globally[10,10](alkp(t) = c(high))",0,0.653149,,
"The animal that survived challenge experienced peak ALKP on day 10, and levels were comparable to those of the animals that succumbed to infection.",0,consolidated,"globally[10,10](alkp(t) = c(high))",1,0.631903,,
"The animal that survived challenge experienced a 3.7-fold increase in triglycerides over baseline on day 10, which returned to baseline by day 14 (data not shown).",1,raw,"eventually[10,10](triglycerides(t) = c(high)) and globally[14,14](triglycerides(t) = c(low))",,0.71433,,
"The animal that survived challenge experienced a 3.7-fold increase in triglycerides over baseline on day 10, which returned to baseline by day 14 (data not shown).",1,raw,"eventually[0,10](triglycerides(t) > c(high)) and eventually[10,14](triglycerides(t) = triglycerides(0))",,0.709768,,
"The animal that survived challenge experienced a 3.7-fold increase in triglycerides over baseline on day 10, which returned to baseline by day 14 (data not shown).",1,raw,"eventually[10,10](d_triglycerides(t) > d_c(high)) and eventually[10,14](d_triglycerides(t) = 0)",,0.68209,,
"The animal that survived challenge experienced a 3.7-fold increase in triglycerides over baseline on day 10, which returned to baseline by day 14 (data not shown).",1,raw,"eventually[0,10](d_triglycerides(t) > d_c(high)) and eventually[10,14](d_triglycerides(t) < -d_c(high))",,0.663757,,
"The animal that survived challenge experienced a 3.7-fold increase in triglycerides over baseline on day 10, which returned to baseline by day 14 (data not shown).",1,raw,"eventually[0,10](triglycerides(t) = c(high)) and eventually[10,14]globally(triglycerides(t) = c(mid))",,0.728905,,
"The animal that survived challenge experienced a 3.7-fold increase in triglycerides over baseline on day 10, which returned to baseline by day 14 (data not shown).",1,raw,"eventually[0,10](d_triglycerides(t) = d_c(high)) and eventually[10,14](triglycerides(t) = triglycerides(0))",,0.676578,,
"The animal that survived challenge experienced a 3.7-fold increase in triglycerides over baseline on day 10, which returned to baseline by day 14 (data not shown).",1,raw,"eventually[0,10](d_triglycerides(t) = d_c(high)) and eventually[10,14](triglycerides(t) = triglycerides(0))",,0.676578,,
"The animal that survived challenge experienced a 3.7-fold increase in triglycerides over baseline on day 10, which returned to baseline by day 14 (data not shown).",1,raw,"eventually[10,10](triglycerides(t) > c(mid)) and eventually[14,14](triglycerides(t) = c(low))",,0.715326,,
"The animal that survived challenge experienced a 3.7-fold increase in triglycerides over baseline on day 10, which returned to baseline by day 14 (data not shown).",1,raw,"eventually[0,10](triglycerides(t) > c(high)) and eventually[10,14](triglycerides(t) = c(low))",,0.718171,,
"The animal that survived challenge experienced a 3.7-fold increase in triglycerides over baseline on day 10, which returned to baseline by day 14 (data not shown).",1,raw,"globally[10,10](triglycerides(t) > c(high)) and eventually[14,14](triglycerides(t) = c(low))",,0.707347,,
"The animal that survived challenge experienced a 3.7-fold increase in triglycerides over baseline on day 10, which returned to baseline by day 14 (data not shown).",1,raw,"eventually[10,10](d_triglycerides(t) > d_c(high)) and eventually[14,14](triglycerides(t) = triglycerides(0))",,0.700536,,
"The animal that survived challenge experienced a 3.7-fold increase in triglycerides over baseline on day 10, which returned to baseline by day 14 (data not shown).",1,raw,"eventually[10,10](triglycerides(t) > c(high)) and eventually[14,14](triglycerides(t) = c(low))",,0.721176,,
"The animal that survived challenge experienced a 3.7-fold increase in triglycerides over baseline on day 10, which returned to baseline by day 14 (data not shown).",1,raw,"eventually[10,10](d_triglycerides(t) > d_c(high)) and eventually[14,14](triglycerides(t) = triglycerides(0))",,0.700536,,
"The animal that survived challenge experienced a 3.7-fold increase in triglycerides over baseline on day 10, which returned to baseline by day 14 (data not shown).",1,raw,"eventually[10,10](d_triglycerides(t) = d_c(high)) and eventually[10,14](triglycerides(t) = triglycerides(10)) and eventually[14,14](triglycerides(t) = triglycerides(0))",,0.670794,,
"The animal that survived challenge experienced a 3.7-fold increase in triglycerides over baseline on day 10, which returned to baseline by day 14 (data not shown).",1,raw,"eventually[0,10](triglycerides(t) > c(high)) and eventually[10,14](triglycerides(t) = triglycerides(0))",,0.709768,,
"The animal that survived challenge experienced a 3.7-fold increase in triglycerides over baseline on day 10, which returned to baseline by day 14 (data not shown).",1,filtered,"eventually[0,10](triglycerides(t) = c(high)) and eventually[10,14]globally(triglycerides(t) = c(mid))",1,0.728905,,
"The animal that survived challenge experienced a 3.7-fold increase in triglycerides over baseline on day 10, which returned to baseline by day 14 (data not shown).",1,filtered,"eventually[0,10](triglycerides(t) > c(high)) and eventually[10,14](triglycerides(t) = c(low))",1,0.718171,,
"The animal that survived challenge experienced a 3.7-fold increase in triglycerides over baseline on day 10, which returned to baseline by day 14 (data not shown).",1,filtered,"eventually[10,10](triglycerides(t) > c(high)) and eventually[14,14](triglycerides(t) = c(low))",1,0.721176,,
"The animal that survived challenge experienced a 3.7-fold increase in triglycerides over baseline on day 10, which returned to baseline by day 14 (data not shown).",1,consolidated,"eventually[0,10](triglycerides(t) = c(high))",1,0.763947,,
"The animal that survived challenge experienced a 3.7-fold increase in triglycerides over baseline on day 10, which returned to baseline by day 14 (data not shown).",1,consolidated,"eventually[10,14]globally(triglycerides(t) = c(mid))",1,0.752497,,
"The animal that survived challenge experienced a 3.7-fold increase in triglycerides over baseline on day 10, which returned to baseline by day 14 (data not shown).",1,consolidated,"eventually[0,10](triglycerides(t) > c(high))",1,0.764704,,
"The animal that survived challenge experienced a 3.7-fold increase in triglycerides over baseline on day 10, which returned to baseline by day 14 (data not shown).",1,consolidated,"eventually[10,14](triglycerides(t) = c(low))",1,0.748981,,
"The animal that survived challenge experienced peak CRP levels on day 8, and levels were comparable to animals that did not survive challenge.",1,raw,"eventually[8,8](crp(t) = c(high))",,0.654625,,
"The animal that survived challenge experienced peak CRP levels on day 8, and levels were comparable to animals that did not survive challenge.",1,raw,"eventually[8,8](crp(t)=c(high) and crp(t)=c(high))",,0.653174,,
"The animal that survived challenge experienced peak CRP levels on day 8, and levels were comparable to animals that did not survive challenge.",1,raw,"eventually[8,8](crp(t) = c(high)) and crp(t) = c(mid)",,0.644507,,
"The animal that survived challenge experienced peak CRP levels on day 8, and levels were comparable to animals that did not survive challenge.",1,raw,"globally[8,8](crp(t)=c(high))",,0.634647,,
"The animal that survived challenge experienced peak CRP levels on day 8, and levels were comparable to animals that did not survive challenge.",1,raw,"globally[8,8](crp(t) = c(high))",,0.634647,,
